index,object_id,category,embedding_caption_before_manual_judgement,present_attributes_before_manual_judgement,contact_sheet
183,03001627_1a6f615e8b1b5ae4dbbc9440457e303e,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1a6f615e8b1b5ae4dbbc9440457e303e.png
184,03001627_1a74a83fa6d24b3cacd67ce2c72c02e,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1a74a83fa6d24b3cacd67ce2c72c02e.png
185,03001627_1a8bbf2994788e2743e99e0cae970928,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1a8bbf2994788e2743e99e0cae970928.png
186,03001627_1aa07508b731af79814e2be0234da26c,chair,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports, cross braces or bars, slats, and asymmetry.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_asymmetry,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1aa07508b731af79814e2be0234da26c.png
187,03001627_1ab42ccff0f8235d979516e720d607b8,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1ab42ccff0f8235d979516e720d607b8.png
188,03001627_1ab4c6ef68073113cf004563556ddb36,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1ab4c6ef68073113cf004563556ddb36.png
189,03001627_1ab8a3b55c14a7b27eaeab1f0c9120b7,chair,"A chair with single main body, flat horizontal surface, distinct seat, backrest, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1ab8a3b55c14a7b27eaeab1f0c9120b7.png
190,03001627_1ac6531a337de85f2f7628d6bf38bcc4,chair,"A chair with single main body, distinct seat, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1ac6531a337de85f2f7628d6bf38bcc4.png
191,03001627_1ace72a88565df8e56bd8571ad86331a,chair,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1ace72a88565df8e56bd8571ad86331a.png
192,03001627_1ad766f9e95ce308aa425ecb668e59de,chair,"A chair with single main body, boxy volume, distinct seat, backrest, four or more legs, and central support.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1ad766f9e95ce308aa425ecb668e59de.png
193,03001627_1aeb17f89e1bea954c6deb9ede0648df,chair,"A chair with single main body, curved shell, distinct seat, backrest, and four or more legs.",has_single_main_body; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1aeb17f89e1bea954c6deb9ede0648df.png
194,03001627_1b05971a4373c7d2463600025db2266,chair,"A chair with single main body, curved shell, backrest, and central support.",has_single_main_body; has_curved_shell; has_backrest; has_pedestal_or_central_support,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1b05971a4373c7d2463600025db2266.png
195,03001627_1b3c286bce219ddb7135fc51795b4038,chair,"A chair with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1b3c286bce219ddb7135fc51795b4038.png
196,03001627_1b4071814d1c1ae6e2367b9e27f16a71,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1b4071814d1c1ae6e2367b9e27f16a71.png
197,03001627_1b5ab441fb8e3b1b450621b513a975bb,chair,"A chair with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1b5ab441fb8e3b1b450621b513a975bb.png
198,03001627_1b5ae67e2ffb387341fbc1e2da054acb,chair,"A chair with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1b5ae67e2ffb387341fbc1e2da054acb.png
199,03001627_1b5e876f3559c231532a8e162f399205,chair,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1b5e876f3559c231532a8e162f399205.png
200,03001627_1b5fc54e45c8768490ad276cd2af3a4,chair,"A chair with single main body, boxy volume, curved shell, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes slats and cylindrical parts.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_slats; has_cylindrical_parts,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/03001627_1b5fc54e45c8768490ad276cd2af3a4.png
201,04256520_1037fd31d12178d396f164a988ef37cc,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1037fd31d12178d396f164a988ef37cc.png
202,04256520_103b76b2594a1582eaf14273fa406ffc,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_103b76b2594a1582eaf14273fa406ffc.png
203,04256520_104256e5bb73b0b719fb4103277a6b93,sofa,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_104256e5bb73b0b719fb4103277a6b93.png
204,04256520_1050790962944624febad4f49b26ec52,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1050790962944624febad4f49b26ec52.png
205,04256520_1053897adff12c7839c40eb1ac71e4c1,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and four or more legs.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1053897adff12c7839c40eb1ac71e4c1.png
206,04256520_10552f968486cd0ad138a53ab0d038a5,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_10552f968486cd0ad138a53ab0d038a5.png
207,04256520_105849baff12c6fc2bf2dcc31ba1713,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_105849baff12c6fc2bf2dcc31ba1713.png
208,04256520_1059a78893d810bb14038d588fd1342f,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1059a78893d810bb14038d588fd1342f.png
209,04256520_107637b6bdf8129d4904d89e9169817b,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_107637b6bdf8129d4904d89e9169817b.png
210,04256520_107bce22d72f322eedf1bb0b62653056,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_107bce22d72f322eedf1bb0b62653056.png
211,04256520_10e0543e6e316dca30b07c64830a47f3,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_10e0543e6e316dca30b07c64830a47f3.png
212,04256520_10f2a1cbaee4101896e12b33feac8da2,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, and backrest.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_10f2a1cbaee4101896e12b33feac8da2.png
213,04256520_11007f74b06bd90c518b6fc7ed4f3487,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_11007f74b06bd90c518b6fc7ed4f3487.png
214,04256520_113a2544e062127d79414e04132a8bef,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_113a2544e062127d79414e04132a8bef.png
215,04256520_1149bd16e834d8e6433619555ecca8aa,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1149bd16e834d8e6433619555ecca8aa.png
216,04256520_1168fc14c294f7ac14038d588fd1342f,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1168fc14c294f7ac14038d588fd1342f.png
217,04256520_117c47d75798788a5506ead0b132904c,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_117c47d75798788a5506ead0b132904c.png
218,04256520_117f6ac4bcd75d8b4ad65adb06bbae49,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_117f6ac4bcd75d8b4ad65adb06bbae49.png
219,04256520_118a7d6a1dfbbc14300703f05f8ccc25,sofa,"A sofa with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_118a7d6a1dfbbc14300703f05f8ccc25.png
220,04256520_1193da9a06f87fd6a0064771a6f2cf3b,sofa,"A sofa with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.",has_single_main_body; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_1193da9a06f87fd6a0064771a6f2cf3b.png
221,04256520_11a47d5cdd42a5104b3c42e318f3affc,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, armrests, and four or more legs.",has_single_main_body; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_11a47d5cdd42a5104b3c42e318f3affc.png
222,04256520_11b36d8f9025062513d2510999d0f1d2,sofa,"A sofa with single main body, boxy volume, distinct seat, backrest, and armrests.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests,ShapeNBV/caption_full_results_zup_v1/contact_sheets_600_attr_v2/04256520_11b36d8f9025062513d2510999d0f1d2.png
