object_id,changed,previous_caption,corrected_caption,previous_attributes,corrected_attributes,reviewer_note
03001627_184c07776b38d92e35836c728d324152,True,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests. Reconstruction-relevant geometry includes thin supports.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, thin supports, cross braces or bars, open gaps, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_cylindrical_parts,"Cantilever tubular armchair with flat seat, back, arms, continuous sled-like cylindrical frame, cross bars, and open gaps; support is not four independent legs and the body is not boxy."
03001627_185bcb9bcec174c9492d9da2668ec34c,True,"A chair with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, pedestal or central support, star base or wheels, concavity, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_pedestal_or_central_support; has_star_base_or_wheels,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_pedestal_or_central_support; has_star_base_or_wheels; has_concavity; has_cylindrical_parts,"Curved office chair with arms, flat concave seat, tall curved back, central pedestal, wheeled star base, and cylindrical post/base members; no ordinary four legs."
03001627_1861715e59337785dd7092ed47061a36,True,"A chair with single main body, distinct seat, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, four or more legs, thin supports, cross braces or bars, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_cylindrical_parts,"Round-back armchair with flat seat, curved circular back, arms, four thin legs, rails/cross bars, open gaps, and cylindrical members."
03001627_187222bc1f81d57b781d9dcb8ecbccc,True,"A chair with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, four or more legs, and concavity.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity,"Rounded tub-like armchair with curved back/arms, flat concave seat, and short visible legs; bulky but not clearly a boxy rectilinear volume."
03001627_1878633a36518ffc19fb4103277a6b93,True,"A chair with single main body, boxy volume, curved shell, distinct seat, backrest, and armrests.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, boxy volume, distinct seat, backrest, armrests, four or more legs, and concavity.",has_single_main_body; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_concavity,"Two-seat sofa/loveseat form with one continuous body, flat concave seating, arms, curved back/side cushions, boxy massing, and short feet."
03001627_18845d9336d8be637b11ae648ea92233,True,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and armrests. Reconstruction-relevant geometry includes thin supports, cross braces or bars, slats, cylindrical parts, and partly hidden supports.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, armrests, four or more legs, thin supports, cross braces or bars, slats, open gaps, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_cylindrical_parts; has_occluded_or_hidden_supports,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_open_gaps; has_cylindrical_parts,"Windsor-style armchair with curved/slatted back, arms, flat seat, four cylindrical legs, rails/cross braces, and open gaps; no hidden-support flag or boxy volume is needed."
03001627_1886b3e3f3d4af3ace522e6dda26fb51,True,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports, cross braces or bars, slats, and cylindrical parts.","A chair with single main body, flat horizontal surface, distinct seat, backrest, four or more legs, thin supports, cross braces or bars, slats, open gaps, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_cylindrical_parts,has_single_main_body; has_flat_horizontal_surface; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_open_gaps; has_cylindrical_parts,"Folding bistro chair with flat slatted seat/back, thin cylindrical frame, X cross braces, four frame supports, and many open gaps; not a boxy volume."
03001627_18bf93e893e4069e4b3c42e318f3affc,True,"A chair with single main body, curved shell, backrest, armrests, and four or more legs.","A chair with single main body, flat horizontal surface, curved shell, distinct seat, backrest, armrests, four or more legs, thin supports, and concavity.",has_single_main_body; has_curved_shell; has_backrest; has_armrests; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_curved_shell; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_thin_supports; has_concavity,"Curved loveseat/sofa-like chair with flat concave seat, arms, curved shell back/sides, and four thin visible legs."
03001627_18d391ede29e2edb990561fc34164364,True,"A chair with single main body, boxy volume, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, and four or more legs.",has_single_main_body; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,"Chaise/daybed-like chair with a long flat seat surface, one inclined backrest panel, and four visible legs; it is not a compact boxy chair body."
03001627_18e5d3054fba58bf6e30a0dcfb43d654,True,"A chair with single main body, boxy volume, flat horizontal surface, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports and slats.","A chair with single main body, flat horizontal surface, vertical panel, distinct seat, backrest, four or more legs, thin supports, open gaps, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_boxy_volume; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_slats,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_open_gaps; has_cylindrical_parts,"Simple chair with flat seat, single back board, four thin cylindrical legs, and open gaps under/through the frame; the back is not made of multiple slats and the chair is not boxy."
03001627_18f2f833d95ad137111c729c2fe5f751,True,"A chair with single main body, distinct seat, backrest, and four or more legs. Reconstruction-relevant geometry includes thin supports and cross braces or bars.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, four or more legs, thin supports, cross braces or bars, open gaps, and cylindrical parts.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_open_gaps; has_cylindrical_parts,"Bistro-style chair with flat rounded seat, curved back board, four thin cylindrical legs, X-shaped back brace, side rails, and open gaps."
03001627_18f57a3d41117140ed98cca8f0ccd5f7,True,"A chair with single main body, flat horizontal surface, distinct seat, backrest, armrests, and four or more legs. Reconstruction-relevant geometry includes slats and cylindrical parts.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, four or more legs, thin supports, cross braces or bars, slats, open gaps, and cylindrical parts.",has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_distinct_seat; has_backrest; has_armrests; has_four_or_more_legs; has_slats; has_cylindrical_parts,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs; has_thin_supports; has_cross_braces_or_bars; has_slats; has_open_gaps; has_cylindrical_parts,"Long park-bench form with slatted curved seat/back, end legs/supports, open gaps between slats, and rounded metal-like members; no clear armrests are present."
03001627_18fd8342fa5d1d4f5268b70948af88b2,True,"A chair with single main body, distinct seat, backrest, and four or more legs.","A chair with single main body, flat horizontal surface, vertical panel, curved shell, distinct seat, backrest, four or more legs, and open gaps.",has_single_main_body; has_vertical_panel; has_distinct_seat; has_backrest; has_four_or_more_legs,has_single_main_body; has_flat_horizontal_surface; has_vertical_panel; has_curved_shell; has_distinct_seat; has_backrest; has_four_or_more_legs; has_open_gaps,"Simple arched-back chair with flat seat, four blocky legs/supports, curved top back, and open under-seat gaps."
